Customer ID,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3739,,Male,Sweater,25.61681239,Delaware,M,Brown,Winter,NA,Standard,No,0,Credit Card,
3390,41,Male,Socks,32.50109173,,L,Burnt orange,Fall,NA,Standard,No,0,Credit Card,
2928,29,Male,Boots,29.57120108,Missouri,M,Burnt orange,Winter,NA,Standard,No,1,Credit Card,Weekly
3791,33,Female,Handbag,24.16118777,Alaska,XL,Fuchsia,Summer,4,Standard,No,8,Credit Card,Quarterly
2236,59,Male,Running Shoes,37.54146026,Illinois,M,Turquoise,Summer,2,Standard,No,0,Credit Card,
2659,25,Male,T-shirt,35.24982006,Ohio,XL,Fuchsia,Summer,NA,Standard,No,0,Credit Card,
1889,38,Female,Dress,43.31230161,,XL,Fuchsia,Summer,4,Standard,No,8,Credit Card,Quarterly
3463,35,Male,Pajamas,38.9886157,,L,White,Winter,4,Standard,No,17,Credit Card,Quarterly
3111,38,Male,Sweater,34.69344157,Texas,L,Muted mustard yellow,Fall,4,Standard,No,4,Credit Card,Annually
2022,29,Female,Handbag,30.50904769,Maine,M,Pale peach,Spring,4,Standard,No,14,Credit Card,Monthly
3537,23,Female,T-shirt,34.93473263,Minnesota,L,Lavender,Summer,NA,Standard,No,4,Credit Card,Weekly
3598,45,Male,Sunglasses,16.4145169,,M,Fuchsia,Summer,NA,Standard,No,0,Credit Card,
2014,33,Male,Running Shoes,36.90360899,Virginia,M,Lemon yellow,Summer,4,Express,No,20,Credit Card,Quarterly
2310,27,Female,Pajamas,36.96715369,Connecticut,S,Muted mustard yellow,Fall,NA,Standard,No,0,Credit Card,
2869,25,Male,T-shirt,34.14129854,Colorado,M,White,Summer,NA,Standard,No,10,Credit Card,Quarterly
3167,24,Male,Running Shoes,31.33206516,Georgia,M,Periwinkle,Summer,NA,Standard,No,5,Credit Card,Quarterly
3179,45,Female,Scarf,36.79146725,Washington,L,Ruby Red,Fall,NA,Next Day Air,No,0,Credit Card,
2401,45,Female,Backpack,31.72087466,Oregon,M,Brick red,Winter,NA,Standard,No,3,Credit Card,Bi-Weekly
3448,43,Male,Running Shoes,26.29693294,Arkansas,M,Aubergine,Fall,4,Standard,No,9,Credit Card,Quarterly
2824,28,Female,T-shirt,18.03313178,Utah,M,Black,Spring,NA,Express,No,6,Credit Card,Bi-Weekly
2368,18,Female,Socks,32.27158491,,L,Aubergine,Winter,4,Standard,No,5,Credit Card,Monthly
2528,23,Female,T-shirt,31.8507502,Illinois,M,Turquoise,Summer,4,Standard,No,4,Credit Card,Annually
3385,20,Male,Pajamas,31.95209633,Minnesota,L,Burnt orange,Winter,5,Standard,No,0,Credit Card,
2747,36,Female,Backpack,33.96458201,Ohio,M,Aubergine,Fall,NA,Standard,No,4,Credit Card,Monthly
3321,52,Male,Handbag,29.41784598,Illinois,XL,Ruby Red,Fall,5,Standard,No,5,Credit Card,Annually
2935,29,Female,Leggings,26.87126646,,M,Brown,Winter,NA,Standard,No,3,Credit Card,Quarterly
2651,58,Male,Pajamas,33.58129399,Oregon,L,Black,Winter,NA,Standard,No,2,Credit Card,Monthly
2527,36,Female,Scarf,33.33577246,Rhode Island,S,Brown,Fall,5,Standard,No,15,Credit Card,Quarterly
3774,21,Male,Gloves,41.07458313,Wisconsin,M,Black,Fall,NA,Standard,No,4,Credit Card,Quarterly
2036,53,Female,Running Shoes,24.78996195,Oklahoma,S,Pale peach,Summer,4,Standard,No,0,Credit Card,
2111,37,Female,Shorts,32.33548576,Montana,L,Pale peach,Spring,NA,Standard,No,4,Credit Card,Quarterly
3654,,Female,Gloves,25.32191289,Minnesota,M,Aubergine,Fall,5,Standard,No,0,Credit Card,
2856,,Male,Dress,18.13659529,Mississippi,S,Lemon yellow,Summer,2,Next Day Air,No,11,Credit Card,Quarterly
3611,48,Male,Dress,34.67241993,Texas,XL,Periwinkle,Summer,5,Standard,No,9,Credit Card,Annually
2273,63,Male,Handbag,36.88810066,Maine,L,White,Spring,NA,Standard,No,0,Cash,
2794,48,Female,Sunglasses,33.12589903,Massachusetts,M,Pale peach,Spring,2,Standard,No,4,Credit Card,Monthly
3328,48,Female,Dress,27.9294512,Connecticut,M,Fuchsia,Summer,5,Standard,No,14,Credit Card,Quarterly
2684,25,Male,Shorts,32.75997644,Montana,M,Brick red,Spring,NA,Standard,No,9,Credit Card,Quarterly
2490,35,Female,Running Shoes,39.01082366,South Dakota,M,Lemon yellow,Summer,NA,Standard,No,3,Credit Card,Quarterly
2059,34,Female,Socks,30.15493157,Washington,M,Ruby Red,Winter,NA,Standard,No,0,Credit Card,
3631,38,Male,Sunglasses,30.3361561,Oklahoma,M,White,Spring,NA,Next Day Air,No,11,Credit Card,Quarterly
2239,37,Female,Backpack,27.81436426,Florida,L,Muted mustard yellow,Winter,NA,Express,No,2,Credit Card,Bi-Weekly
3105,18,Male,Hoodie,21.11362855,Georgia,S,Aubergine,Fall,5,Standard,No,13,Debit Card,Annually
3441,51,Female,Scarf,30.72237401,Maryland,L,Terra cotta,Fall,4,Standard,No,1,Debit Card,Quarterly
3001,38,Female,Jacket,33.49393382,Ohio,M,Black,Winter,NA,Standard,No,1,Debit Card,Monthly
2379,19,Male,Leggings,38.26311064,New Hampshire,L,Muted mustard yellow,Fall,4,Next Day Air,No,17,Debit Card,Weekly
2004,32,Female,Gloves,29.87461809,Maine,S,Brick red,Fall,4,Standard,No,1,Debit Card,Monthly
3733,39,Female,Scarf,35.33524983,Indiana,L,Lemon yellow,Fall,NA,Standard,No,1,Debit Card,Monthly
2134,38,Female,T-shirt,25.53299786,Maine,M,Lavender,Spring,5,Standard,No,0,Debit Card,
1753,48,Male,Hoodie,32.07261292,South Dakota,L,Black,Winter,4,Standard,No,10,Debit Card,Weekly
2914,38,Male,Pajamas,12.34332171,Wyoming,L,Muted mustard yellow,Fall,NA,Standard,No,16,Debit Card,Annually
3172,53,Male,Dress,33.05986274,Tennessee,M,Lemon yellow,Summer,4,Standard,No,5,Debit Card,Monthly
3267,25,Male,Handbag,31.8245967,,S,Pale peach,Spring,4,Standard,No,4,Debit Card,Quarterly
2778,43,Male,Hoodie,36.17716042,Idaho,M,Fuchsia,Winter,4,Standard,No,8,Debit Card,Bi-Weekly
3680,43,Female,Gloves,27.10763739,Idaho,M,Black,Winter,NA,Standard,No,8,Debit Card,Bi-Weekly
2053,26,Male,Shorts,36.98660681,New Hampshire,M,Periwinkle,Summer,NA,Standard,No,7,Debit Card,Quarterly
2998,,Male,Handbag,24.93389062,,S,Aubergine,Fall,4,Standard,No,20,Debit Card,Quarterly
3464,26,Female,Jacket,35.34472972,Maine,M,Ruby Red,Fall,5,Standard,No,4,Debit Card,Monthly
2474,49,Male,Gloves,33.9948164,Arkansas,M,Mauve,Winter,4,Express,No,9,Debit Card,Monthly
3090,18,Female,Handbag,33.43086944,North Carolina,L,Periwinkle,Spring,NA,Standard,No,11,Debit Card,Bi-Weekly
3009,30,Female,Running Shoes,30.91723881,New Mexico,M,Fuchsia,Summer,NA,Standard,No,1,Debit Card,Monthly
1935,24,Female,Boots,24.65093039,Michigan,L,Mauve,Winter,NA,Standard,No,4,Debit Card,Bi-Weekly
2208,62,Female,Running Shoes,29.65271061,New Mexico,M,Pale peach,Summer,4,Standard,No,5,Cash,Quarterly
2566,46,Male,Hoodie,23.7327962,Vermont,S,Ruby Red,Winter,NA,Standard,No,2,Debit Card,Quarterly
2148,48,Female,Handbag,32.26440362,Missouri,S,White,Spring,4,Standard,No,0,Debit Card,
3584,33,Female,Dress,32.02429005,Arizona,L,Lavender,Summer,NA,Standard,No,5,Debit Card,Monthly
1952,19,Female,Leggings,28.09389038,Connecticut,L,Terra cotta,Winter,NA,Store Pickup,No,10,Debit Card,Quarterly
2590,22,Male,Shorts,27.22645618,North Dakota,M,Lemon yellow,Summer,NA,Standard,No,0,Debit Card,
3602,28,Female,T-shirt,14.80545744,North Carolina,M,Lemon yellow,Summer,4,Standard,No,2,Debit Card,Bi-Weekly
2104,,Male,Jacket,37.31369029,Indiana,S,Burnt orange,Fall,2,Express,No,8,Debit Card,Annually
3695,50,Female,Sweater,24.02495776,Rhode Island,M,Ruby Red,Winter,NA,Express,No,20,Debit Card,Annually
1820,27,Male,Running Shoes,29.68516437,Nevada,S,Lemon yellow,Summer,NA,Standard,No,11,Debit Card,Quarterly
2177,,Female,Boots,32.9707697,Vermont,S,Brick red,Fall,4,Standard,No,0,Debit Card,
2392,37,Female,Shorts,39.60245103,Michigan,M,Mauve,Spring,NA,Standard,No,7,Debit Card,Quarterly
2810,26,Male,Handbag,22.63301881,,XL,Lemon yellow,Summer,NA,Standard,No,13,Debit Card,Quarterly
2140,,Female,Dress,24.639515,New York,M,Fuchsia,Spring,4,Standard,No,2,Debit Card,Quarterly
2032,23,Female,Jacket,27.82563025,North Carolina,L,Terra cotta,Fall,NA,Next Day Air,No,3,Debit Card,Bi-Weekly
3235,34,Male,T-shirt,40.61608849,Washington,M,Pale peach,Summer,NA,Next Day Air,No,3,Debit Card,Annually
2416,26,Male,Sweater,33.24685694,Hawaii,XL,Baby blue,Winter,NA,Standard,No,7,Debit Card,Monthly
1835,45,Female,Dress,35.79107206,Indiana,M,White,Summer,NA,Standard,No,1,Debit Card,Bi-Weekly
2414,19,Male,Shorts,26.96097442,Pennsylvania,XL,Fuchsia,Spring,NA,Standard,No,8,Debit Card,Monthly
2064,20,Male,Sunglasses,33.01603772,Indiana,M,Muted mustard yellow,Summer,4,Next Day Air,No,3,Debit Card,Quarterly
2072,32,Female,Hoodie,24.20706846,South Carolina,S,Brick red,Fall,1,Standard,No,1,Debit Card,Quarterly
2809,,Male,Socks,26.11063105,Tennessee,M,Burnt orange,Fall,5,Express,No,1,Debit Card,Quarterly
3521,24,Female,Sunglasses,18.0194646,Georgia,S,Baby blue,Summer,NA,Standard,No,2,Debit Card,Annually
3592,37,Male,Leggings,37.82035696,South Dakota,M,Ruby Red,Winter,4,Standard,No,13,Debit Card,Annually
2238,29,Male,Running Shoes,25.68152113,Alabama,S,Lavender,Spring,NA,Standard,No,3,Debit Card,Quarterly
3263,37,Female,T-shirt,25.55604157,Indiana,M,Baby blue,Summer,NA,Standard,No,11,Debit Card,Quarterly
1713,32,Male,Boots,27.09599917,Illinois,S,Baby blue,Fall,2,Standard,No,14,Debit Card,Quarterly
2541,41,Male,Sweater,21.01649293,New Jersey,M,Muted mustard yellow,Winter,NA,Standard,No,20,Debit Card,Monthly
2779,29,Male,Sweater,37.02395267,Pennsylvania,L,Muted mustard yellow,Fall,2,Standard,No,7,Debit Card,Quarterly
2440,24,Female,Dress,25.90472618,,M,White,Spring,2,Standard,No,3,Debit Card,Quarterly
2350,34,Female,T-shirt,34.71764576,,M,Turquoise,Summer,NA,Standard,No,4,Debit Card,Quarterly
3504,29,Female,Pajamas,32.71300833,Nebraska,M,Mauve,Fall,NA,Express,No,2,Debit Card,Quarterly
3893,33,Male,Leggings,31.92233359,Michigan,L,Brown,Winter,NA,Standard,No,4,Debit Card,Quarterly
3051,28,Male,Socks,30.38578966,Kentucky,S,Burnt orange,Winter,NA,Standard,No,3,Debit Card,Quarterly
2363,51,Female,Running Shoes,34.81230028,,M,Lemon yellow,Spring,NA,Next Day Air,No,0,Debit Card,
2155,,Male,Sweater,28.45001111,Wyoming,M,Brick red,Winter,NA,Express,No,0,Debit Card,
2828,40,Male,Running Shoes,29.73034767,Wisconsin,M,Periwinkle,Spring,NA,Standard,No,18,Debit Card,Annually
3753,19,Male,Leggings,29.31231656,Washington,L,Mauve,Winter,5,Express,No,20,Debit Card,Quarterly
2961,25,Male,Hoodie,30.1453409,Indiana,S,Black,Fall,NA,Next Day Air,No,1,Debit Card,Monthly
1738,43,Female,Leggings,27.90380294,,L,Aubergine,Fall,4,Standard,No,4,Debit Card,Bi-Weekly
3555,47,Male,T-shirt,30.16416432,Louisiana,M,Baby blue,Summer,4,Standard,No,1,Debit Card,Quarterly
3529,25,Male,Scarf,32.28332594,Maine,L,Aubergine,Winter,NA,Standard,No,1,Debit Card,Quarterly
3879,19,Male,Pajamas,32.67773138,South Carolina,M,Burnt orange,Winter,NA,Standard,No,6,Debit Card,Monthly
2351,34,Male,Socks,16.68471897,Hawaii,M,Black,Fall,NA,Standard,No,9,Debit Card,Quarterly
1983,37,Female,T-shirt,35.8971142,Kansas,M,Periwinkle,Summer,5,Standard,No,4,Debit Card,Quarterly
3228,,Female,Sunglasses,36.14103131,Alaska,XL,Pale peach,Spring,NA,Standard,No,0,Debit Card,
3531,,Female,Dress,33.34000071,Oklahoma,L,Aubergine,Summer,NA,Standard,No,3,Debit Card,Quarterly
3523,,Female,Backpack,29.09171788,New Jersey,M,Brown,Winter,NA,Standard,No,5,Debit Card,Quarterly
3356,,Male,Running Shoes,27.59187513,Delaware,M,White,Summer,NA,Standard,No,8,Debit Card,Annually
3556,,Female,Socks,33.74591463,Delaware,L,Aubergine,Winter,NA,Standard,No,1,Debit Card,Monthly
2240,20,Female,Gloves,36.03441654,Alabama,L,Black,Fall,NA,Standard,No,2,Debit Card,Bi-Weekly
3447,24,Female,Sweater,32.6352367,Louisiana,S,Baby blue,Winter,4,Standard,No,1,Debit Card,Quarterly
3039,47,Female,Pajamas,26.29517481,,M,White,Fall,NA,Standard,No,3,Debit Card,Bi-Weekly
3118,20,Female,Pajamas,37.77986909,Florida,M,Brick red,Winter,NA,Express,No,9,Debit Card,Quarterly
1803,40,Female,Sunglasses,26.5835676,,L,Turquoise,Summer,NA,Standard,No,0,Debit Card,
2207,46,Male,Handbag,31.86743991,Illinois,L,Muted mustard yellow,Fall,4,Standard,No,20,Debit Card,Quarterly
3550,,Male,Backpack,27.14348928,Oregon,M,Terra cotta,Fall,5,Standard,No,0,Debit Card,
2661,57,Male,Pajamas,35.89627821,South Carolina,L,Muted mustard yellow,Winter,NA,Standard,No,8,Debit Card,Quarterly
2626,36,Male,Handbag,29.66449001,Colorado,L,White,Spring,5,Standard,No,1,Debit Card,Monthly
3143,31,Male,Sweater,33.23277163,Kansas,L,Brown,Winter,2,Standard,No,0,Debit Card,
3457,44,Female,Backpack,37.24286667,Texas,M,Brown,Winter,5,Standard,No,2,Debit Card,Annually
3275,30,Male,Shorts,29.53845879,Oklahoma,M,Pale peach,Spring,4,Standard,No,2,Debit Card,Quarterly
3829,33,Female,Backpack,29.581791,Mississippi,M,Terra cotta,Winter,NA,Standard,No,7,Debit Card,Bi-Weekly
2103,22,Male,Sweater,34.00194957,,M,Ruby Red,Winter,5,Standard,No,5,Debit Card,Quarterly
3046,28,Female,T-shirt,22.83499082,Florida,L,Brick red,Spring,NA,Standard,No,6,Debit Card,Bi-Weekly
3794,32,Female,Gloves,30.20242106,Delaware,M,Brown,Winter,NA,Next Day Air,No,2,Debit Card,Quarterly
1815,41,Male,Hoodie,17.07284634,Montana,M,Ruby Red,Winter,NA,Next Day Air,No,10,Debit Card,Bi-Weekly
1683,41,Male,Sunglasses,35.00480029,New York,M,Turquoise,Summer,NA,Standard,No,8,Debit Card,Monthly
3566,46,Female,Socks,34.65670088,Pennsylvania,S,Brown,Winter,NA,Next Day Air,No,1,Debit Card,Quarterly
2765,33,Male,Dress,36.35745536,Arizona,XL,Fuchsia,Spring,NA,Standard,No,5,Debit Card,Annually
3617,41,Male,Hoodie,29.99634563,Wisconsin,L,Black,Winter,NA,Standard,No,0,Debit Card,
1791,40,Female,Pajamas,30.13695145,North Carolina,S,Aubergine,Fall,NA,Standard,No,1,Debit Card,Monthly
2317,31,Male,Jeans,35.48285506,Montana,L,Brown,Fall,2,Standard,No,17,Debit Card,Annually
3572,19,Male,Shorts,29.48800103,North Dakota,M,Pale peach,Summer,NA,Standard,No,8,Debit Card,Annually
3226,49,Male,Handbag,31.43413729,New Hampshire,M,Lavender,Spring,2,Standard,No,1,Debit Card,Annually
2423,26,Male,Dress,38.3488963,Georgia,M,White,Summer,4,Standard,No,6,Debit Card,Quarterly
2320,26,Female,Socks,31.73539014,Maine,XL,Brick red,Winter,5,Standard,No,2,Debit Card,Monthly
3758,40,Female,T-shirt,22.28234216,California,L,Turquoise,Spring,NA,Next Day Air,No,4,Debit Card,Quarterly
3298,34,Male,Sunglasses,32.66220263,West Virginia,M,Lavender,Summer,NA,Standard,No,0,Debit Card,
3657,47,Female,Socks,31.39108517,North Dakota,XL,Brick red,Fall,NA,Express,No,2,Debit Card,Quarterly
3459,52,Male,Backpack,25.09436925,West Virginia,L,Muted mustard yellow,Fall,NA,Standard,No,1,Debit Card,Monthly
3508,27,Male,Socks,24.71216058,Colorado,S,Mauve,Fall,1,Standard,No,5,Debit Card,Monthly
2056,27,Male,Running Shoes,28.11204344,Texas,M,Fuchsia,Summer,NA,Standard,No,1,Debit Card,Bi-Weekly
2910,28,Female,Handbag,41.940992,Louisiana,M,Turquoise,Spring,4,Standard,No,18,Debit Card,Annually
2916,25,Female,Backpack,29.46993534,Oregon,M,Brown,Fall,NA,Standard,No,4,Debit Card,Annually
2170,46,Male,Sunglasses,26.06068506,Florida,M,Burnt orange,Fall,NA,Standard,No,4,Debit Card,Annually
2981,21,Male,Dress,23.5013531,New Jersey,L,Aubergine,Fall,NA,Standard,No,1,Debit Card,Quarterly
2491,34,Female,Running Shoes,31.79738889,,M,Turquoise,Spring,4,Next Day Air,No,17,Debit Card,Annually
3239,32,Male,Hoodie,33.54050481,,XL,Terra cotta,Fall,4,Standard,No,0,Debit Card,
1840,23,Female,Handbag,38.38331214,Mississippi,XL,Turquoise,Summer,NA,Standard,No,2,Debit Card,Monthly
2123,,Male,T-shirt,31.75663507,Virginia,L,Pale peach,Summer,NA,Standard,No,0,Debit Card,
2331,35,Male,Dress,31.14958809,Arizona,L,White,Spring,NA,Standard,No,1,Debit Card,Quarterly
1693,23,Male,Shorts,36.96925273,Utah,M,Turquoise,Summer,NA,Standard,No,0,Debit Card,
2878,21,Female,Backpack,30.63491926,New Jersey,M,Brown,Winter,NA,Standard,No,6,Debit Card,Bi-Weekly
3445,29,Female,Hoodie,27.15892772,Rhode Island,S,Muted mustard yellow,Winter,1,Standard,No,5,Debit Card,Quarterly
2958,44,Male,Backpack,19.41298457,South Dakota,S,Aubergine,Fall,NA,Standard,No,3,Debit Card,Monthly
3692,30,Male,Handbag,32.78926471,Michigan,XL,Turquoise,Spring,NA,Express,No,3,Debit Card,Quarterly
3283,37,Female,Backpack,31.87309132,California,M,Brick red,Fall,NA,Standard,No,20,Debit Card,Quarterly
2974,50,Male,Dress,23.00594503,Indiana,M,Mauve,Summer,NA,Standard,No,20,Debit Card,Bi-Weekly
3293,23,Male,Jacket,24.59873118,,L,Ruby Red,Winter,5,Standard,No,2,Debit Card,Weekly
2366,33,Male,Scarf,36.35332634,Wyoming,S,Burnt orange,Winter,NA,Standard,No,4,Debit Card,Annually
3610,47,Male,Shorts,25.14671247,New Mexico,M,Lemon yellow,Spring,NA,Standard,No,1,Debit Card,Monthly
2936,32,Male,Backpack,28.26425595,North Carolina,XL,Brown,Fall,NA,Standard,No,10,Debit Card,Quarterly
2597,53,Male,Scarf,30.06118845,Louisiana,L,Brick red,Fall,NA,Standard,No,7,Debit Card,Monthly
2504,30,Female,Handbag,28.89180685,Ohio,M,White,Summer,NA,Standard,No,1,Debit Card,Annually
2243,22,Female,Handbag,19.92341864,Nevada,M,White,Spring,NA,Standard,No,10,Debit Card,Annually
2795,37,Female,Scarf,36.50786222,New York,M,Brick red,Winter,NA,Standard,No,12,Debit Card,Quarterly
1769,43,Male,Socks,37.28415137,Nebraska,M,Black,Winter,4,Standard,No,1,Debit Card,Quarterly
3020,40,Male,Sunglasses,29.98790437,Utah,M,Lemon yellow,Summer,4,Next Day Air,No,6,Debit Card,Bi-Weekly
3479,18,Male,Sweater,32.06777626,Arizona,M,Mauve,Fall,NA,Next Day Air,No,10,Debit Card,Monthly
3751,33,Male,Jacket,25.45234851,Arizona,M,Burnt orange,Fall,4,Standard,No,7,Debit Card,Quarterly
2633,25,Male,Handbag,23.67894536,Alaska,M,Lemon yellow,Summer,NA,Next Day Air,No,10,Debit Card,Annually
3035,70,Male,Gloves,38.56449982,Utah,L,Ruby Red,Winter,NA,Standard,No,2,Debit Card,Monthly
2792,27,Male,Jacket,29.59240926,,M,Muted mustard yellow,Winter,NA,Standard,No,6,Debit Card,Quarterly
2631,39,Male,Sunglasses,20.76194782,Maine,S,Periwinkle,Spring,5,Standard,No,3,Debit Card,Annually
1807,36,Female,Jacket,29.58080031,Rhode Island,M,Mauve,Fall,2,Standard,No,18,Debit Card,Quarterly
3841,31,Non-binary,Pajamas,28.37984919,Idaho,M,Muted mustard yellow,Winter,4,Standard,No,4,Debit Card,Weekly
1836,19,Female,Hoodie,30.82167458,Kentucky,M,Brick red,Winter,5,Standard,No,20,Debit Card,Annually
1742,42,Female,Backpack,25.71417315,Delaware,XL,Brick red,Winter,4,Standard,No,1,Debit Card,Annually
2412,29,Male,Sweater,34.2966577,Virginia,M,Muted mustard yellow,Winter,NA,Standard,No,0,Debit Card,
3304,36,Female,Running Shoes,24.99444646,Mississippi,S,Terra cotta,Summer,NA,Standard,No,14,Debit Card,Monthly
3379,,Male,Running Shoes,30.02769383,Minnesota,L,Fuchsia,Spring,NA,Standard,No,3,Debit Card,Weekly
2983,,Female,Hoodie,26.91031568,Wisconsin,M,Burnt orange,Winter,NA,Standard,No,1,Debit Card,Quarterly
2833,32,Female,Boots,37.56540117,Maryland,M,Mauve,Winter,NA,Next Day Air,No,7,Debit Card,Monthly
2173,34,Female,Hoodie,39.47810715,Rhode Island,S,Burnt orange,Fall,4,Standard,No,0,Debit Card,
3144,18,Female,Socks,25.4144061,Arizona,M,Ruby Red,Winter,NA,Express,No,7,Debit Card,Annually
2453,31,Male,Shorts,41.84562229,New York,L,Lemon yellow,Spring,NA,Standard,No,1,Debit Card,Monthly
3831,30,Male,Backpack,34.43752999,Pennsylvania,M,Pale peach,Winter,NA,Next Day Air,No,1,Debit Card,Bi-Weekly
3254,59,Female,Backpack,37.71859672,Nebraska,M,Black,Fall,4,Standard,No,20,Debit Card,Quarterly
2060,19,Female,Scarf,25.35762372,California,XL,Black,Fall,4,Standard,No,15,Debit Card,Annually
3505,52,Female,Sweater,22.48553763,,S,Terra cotta,Winter,4,Standard,No,0,Debit Card,
3455,41,Male,Sunglasses,27.37876826,Louisiana,S,Lemon yellow,Summer,NA,Standard,No,5,Debit Card,Monthly
3881,46,Female,Boots,29.81611402,Massachusetts,M,Mauve,Winter,NA,Next Day Air,No,6,Debit Card,Monthly
2189,32,Female,Backpack,32.71549392,California,M,Muted mustard yellow,Winter,NA,Standard,No,3,Debit Card,Monthly
2229,45,Female,Socks,31.11964142,,M,Ruby Red,Fall,NA,Standard,No,0,Debit Card,
3157,,Male,Running Shoes,19.39653289,Montana,M,Lavender,Summer,NA,Standard,No,5,Debit Card,Quarterly
3200,32,Female,Pajamas,25.50681389,Maine,XL,Aubergine,Fall,NA,Standard,No,1,Debit Card,Quarterly
3269,32,Male,Running Shoes,26.57579619,Arkansas,M,Terra cotta,Fall,4,Standard,No,2,Debit Card,Monthly
2501,18,Female,Dress,35.45426645,Massachusetts,M,Pale peach,Summer,NA,Standard,No,4,Debit Card,Quarterly
2206,30,Female,Handbag,26.2585111,North Dakota,XL,Periwinkle,Summer,4,Standard,No,1,Debit Card,Quarterly
2334,42,Male,Running Shoes,25.1871039,Kansas,M,Lemon yellow,Spring,4,Standard,No,1,Debit Card,Annually
2745,25,Male,Running Shoes,29.88989381,Wyoming,M,Lemon yellow,Summer,4,Standard,No,4,Debit Card,Quarterly
1737,55,Female,T-shirt,32.36425236,Tennessee,M,Lavender,Spring,NA,Standard,No,3,Debit Card,Quarterly
2593,44,Male,Running Shoes,40.68942475,,XL,Brown,Fall,NA,Standard,No,12,Debit Card,Quarterly
2596,41,Female,Hoodie,29.69719059,Iowa,XL,Aubergine,Winter,NA,Standard,No,1,Debit Card,Annually
2118,38,Male,Shorts,27.44890635,Colorado,L,White,Summer,4,Standard,No,20,Debit Card,Quarterly
2746,22,Female,T-shirt,34.76347748,Michigan,M,Baby blue,Spring,NA,Standard,No,13,Debit Card,Quarterly
2048,37,Female,Socks,28.22058572,Connecticut,M,Aubergine,Fall,2,Standard,No,0,Debit Card,
2799,,Female,Jacket,31.81469318,Rhode Island,XL,Mauve,Winter,NA,Standard,No,7,Debit Card,Annually
3792,58,Non-binary,Pajamas,34.73787735,Texas,M,Mauve,Fall,NA,Standard,No,9,Debit Card,Bi-Weekly
2164,49,Female,Running Shoes,26.86978944,New York,L,Lemon yellow,Summer,NA,Next Day Air,No,0,Debit Card,
1731,27,Male,Sweater,25.84266784,Alabama,S,Ruby Red,Fall,4,Standard,No,7,Debit Card,Quarterly
2124,19,Male,Dress,35.42961782,Nebraska,L,Turquoise,Summer,NA,Standard,No,6,Debit Card,Annually
2426,23,Male,Pajamas,41.75001729,North Dakota,S,Black,Winter,5,Standard,No,6,Debit Card,Quarterly
2658,,Female,Running Shoes,33.43414833,Texas,M,Lavender,Summer,4,Standard,No,0,Debit Card,
1761,27,Female,Pajamas,30.32942258,Minnesota,XL,Lemon yellow,Winter,5,Next Day Air,No,1,Debit Card,Bi-Weekly
1959,56,Female,Sunglasses,35.19190555,Nevada,M,Pale peach,Summer,NA,Standard,No,3,Debit Card,Monthly
2190,30,Male,Shorts,35.09982736,Wisconsin,XL,Periwinkle,Summer,NA,Express,No,2,Debit Card,Monthly
2825,27,Female,Pajamas,13.85302051,Utah,M,Brown,Winter,2,Express,No,5,Debit Card,Bi-Weekly
3382,,Male,Jacket,32.25501778,Minnesota,L,Black,Fall,5,Standard,No,14,Debit Card,Weekly
3575,47,Male,Running Shoes,27.72168361,New York,M,Periwinkle,Spring,4,Standard,No,5,Debit Card,Bi-Weekly
2942,,Male,Dress,25.96466323,Pennsylvania,L,Fuchsia,Summer,5,Next Day Air,No,1,Debit Card,Quarterly
3621,30,Female,Sweater,19.58493769,Louisiana,M,Mauve,Fall,2,Standard,No,5,Debit Card,Weekly
3826,37,Female,Pajamas,38.50578446,,L,Brown,Winter,NA,Standard,No,2,Debit Card,Annually
2881,45,Female,Running Shoes,24.26678594,,L,Brick red,Fall,NA,Standard,No,13,Debit Card,Quarterly
3082,27,Male,Shorts,32.28419402,,L,Pale peach,Spring,NA,Standard,No,6,Debit Card,Monthly
2054,21,Male,Sunglasses,31.14661014,Wyoming,S,Periwinkle,Summer,5,Standard,No,11,Debit Card,Quarterly
1906,26,Male,Sunglasses,31.18767419,Idaho,M,Fuchsia,Spring,4,Standard,No,7,Debit Card,Monthly
3060,36,Female,Running Shoes,21.50804306,Kentucky,L,Periwinkle,Summer,NA,Next Day Air,No,4,Debit Card,Quarterly
3431,34,Male,Hoodie,28.10670659,Montana,M,Baby blue,Fall,5,Standard,No,6,Debit Card,Monthly
1819,37,Female,Socks,40.47125571,North Carolina,M,Black,Winter,NA,Standard,No,6,Debit Card,Monthly
2669,28,Female,Hoodie,22.67268316,Texas,M,Turquoise,Fall,4,Standard,No,2,Debit Card,Annually
2639,,Male,Sunglasses,31.58286628,,S,Turquoise,Spring,NA,Standard,No,6,Debit Card,Bi-Weekly
2863,22,Male,Shorts,29.44560551,Hawaii,S,Ruby Red,Fall,NA,Next Day Air,No,1,Debit Card,Bi-Weekly
2130,45,Female,Sweater,30.07615709,Minnesota,L,Burnt orange,Winter,NA,Standard,No,0,Debit Card,
2333,18,Male,Jacket,31.37220421,,XL,Burnt orange,Winter,NA,Express,No,5,Debit Card,Monthly
3300,27,Female,T-shirt,39.96393186,South Dakota,L,Baby blue,Summer,NA,Standard,No,4,Debit Card,Monthly
